PROD_ID,PROD_NAME,UNIT_PRICE,PROD_CATEGORY,PROD_SUB_CATEGORY,PROD_CONTAINER,PROD_BASE_MARGIN
285,"Quartet Alpha® White Chalk, 12/Pack",2.21,Office Supplies,Pens & Art Supplies,Wrap Bag,0.38
286,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",6.88,Office Supplies,Paper,Wrap Bag,0.39
287,Fellowes Neat Ideas® Storage Cubes,32.48,Office Supplies,Storage & Organization,Large Box,0.81
288,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,320.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.57
289,Grip Seal Envelopes,4.42,Office Supplies,Envelopes,Small Box,0.38
290,Acme® Elite Stainless Steel Scissors,8.34,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
291,Avery 49,2.88,Office Supplies,Labels,Small Box,0.36
292,Newell 343,2.94,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
293,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,Office Supplies,Appliances,Small Box,0.58
294,Office Star Flex Back Scooter Chair with White Frame,110.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.71
295,Accessory39,20.99,Technology,Telephones and Communication,Small Pack,0.81
296,Xerox 196,5.78,Office Supplies,Paper,Small Box,0.36
297,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,Office Supplies,Appliances,Small Box,0.55
298,"Career Cubicle Clock, 8 1/4"", Black",20.28,Furniture,Office Furnishings,Small Box,0.47
299,i1000,65.99,Technology,Telephones and Communication,Small Box,0.58
300,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",8.33,Technology,Computer Peripherals,Small Pack,0.52
301,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",4.13,Office Supplies,Labels,Small Box,0.39
302,Office Star Flex Back Scooter Chair with White Frame,110.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.71
303,Avery 485,12.53,Office Supplies,Labels,Small Box,0.38
304,"GBC White Gloss Covers, Plain Front",14.48,Office Supplies,Binders and Binder Accessories,Small Box,0.38
305,Luxo Professional Combination Clamp-On Lamps,102.3,Furniture,Office Furnishings,Large Box,0.59
306,Xerox 1951,30.98,Office Supplies,Paper,Small Box,0.40
307,Lexmark 4227 Plus Dot Matrix Printer,2036.48,Technology,Office Machines,Jumbo Drum,0.55
308,Round Ring Binders,2.08,Office Supplies,Binders and Binder Accessories,Small Box,0.38
309,Maxell DVD-RAM Discs,16.48,Technology,Computer Peripherals,Small Pack,0.42
310,Lexmark Z54se Color Inkjet Printer,90.97,Technology,Office Machines,Jumbo Drum,0.36
311,Belkin 6 Outlet Metallic Surge Strip,10.89,Office Supplies,Appliances,Small Box,0.59
312,Belkin F9M820V08 8 Outlet Surge,42.98,Office Supplies,Appliances,Small Box,0.56
313,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
314,Xerox 1935,26.38,Office Supplies,Paper,Small Box,0.39
315,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",3.26,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
316,"Bevis Round Conference Table Top, X-Base",179.29,Furniture,Tables,Jumbo Box,0.74
317,Xerox 1992,5.98,Office Supplies,Paper,Small Box,0.36
318,Accessory21,20.99,Technology,Telephones and Communication,Wrap Bag,0.37
319,StarTAC 6500,125.99,Technology,Telephones and Communication,Small Box,0.59
320,Bevis 36 x 72 Conference Tables,124.49,Furniture,Tables,Jumbo Box,0.63
321,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
322,Xerox 1908,55.98,Office Supplies,Paper,Small Box,0.36
323,282,115.99,Technology,Telephones and Communication,Small Box,0.56
324,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,Furniture,Tables,Jumbo Box,0.71
325,Staples SlimLine Pencil Sharpener,11.97,Office Supplies,Pens & Art Supplies,Small Pack,0.60
326,688,195.99,Technology,Telephones and Communication,Small Box,0.60
327,M3682,125.99,Technology,Telephones and Communication,Small Box,0.57
328,Staples® General Use 3-Ring Binders,1.88,Office Supplies,Binders and Binder Accessories,Small Box,0.37
329,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,Technology,Computer Peripherals,Small Pack,0.50
330,Newell 323,1.68,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
331,Bush Mission Pointe Library,150.98,Furniture,Bookcases,Jumbo Box,0.65
332,T60,95.99,Technology,Telephones and Communication,Small Box,0.56
333,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
334,"Micro Innovations Micro 3000 Keyboard, Black",26.31,Technology,Computer Peripherals,Small Box,0.75
335,Avery Durable Poly Binders,5.53,Office Supplies,Binders and Binder Accessories,Small Box,0.39
336,GBC Wire Binding Strips,31.74,Office Supplies,Binders and Binder Accessories,Small Box,0.37
337,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,Office Supplies,Paper,Wrap Bag,0.39
338,Talkabout T8367,65.99,Technology,Telephones and Communication,Small Box,0.56
339,Accessory9,35.99,Technology,Telephones and Communication,Small Pack,0.39
340,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,160.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.62
341,Micro Innovations 104 Keyboard,10.97,Technology,Computer Peripherals,Small Box,0.64
342,"80 Minute CD-R Spindle, 100/Pack - Staples",39.48,Technology,Computer Peripherals,Small Pack,0.54
343,Belkin Premiere Surge Master II 8-outlet surge protector,48.58,Office Supplies,Appliances,Small Box,0.56
344,StarTAC 8000,205.99,Technology,Telephones and Communication,Small Box,0.60
345,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,21.98,Office Supplies,Paper,Wrap Bag,0.39
346,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,Furniture,Tables,Large Box,0.68
347,Electrix Halogen Magnifier Lamp,194.3,Furniture,Office Furnishings,Large Box,0.59
348,Fuji Slim Jewel Case CD-R,2.12,Technology,Computer Peripherals,Small Pack,0.55
349,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",10.14,Office Supplies,Paper,Wrap Bag,0.36
350,SAFCO Boltless Steel Shelving,113.64,Office Supplies,Storage & Organization,Large Box,0.68
351,"Avery Flip-Chart Easel Binder, Black",22.38,Office Supplies,Binders and Binder Accessories,Small Box,0.38
352,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,Office Supplies,Storage & Organization,Small Box,0.68
353,Accessory24,55.99,Technology,Telephones and Communication,Small Pack,0.59
354,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,78.69,Furniture,Office Furnishings,Small Box,0.43
355,"Eldon® Expressions™ Wood Desk Accessories, Oak",7.38,Furniture,Office Furnishings,Small Box,0.56
356,Hoover WindTunnel™ Plus Canister Vacuum,363.25,Office Supplies,Appliances,Small Box,0.57
357,Xerox 1922,4.98,Office Supplies,Paper,Small Box,0.36
358,Panasonic KX-P1150 Dot Matrix Printer,145.45,Technology,Office Machines,Jumbo Drum,0.56
359,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,Furniture,Office Furnishings,Small Pack,0.44
360,Premium Transparent Presentation Covers by GBC,20.98,Office Supplies,Binders and Binder Accessories,Small Box,0.37
361,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5.68,Office Supplies,Paper,Wrap Bag,0.39
362,Staples Plastic Wall Frames,7.96,Furniture,Office Furnishings,Small Box,0.41
363,Belkin ErgoBoard™ Keyboard,30.98,Technology,Computer Peripherals,Small Box,0.64
364,Xerox 1966,6.48,Office Supplies,Paper,Small Box,0.36
365,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.91,Office Supplies,Binders and Binder Accessories,Small Box,0.36
366,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,5.34,Office Supplies,Binders and Binder Accessories,Small Box,0.38
367,Accessory6,55.99,Technology,Telephones and Communication,Small Pack,0.80
368,Bagged Rubber Bands,1.26,Office Supplies,Rubber Bands,Wrap Bag,0.81
369,Hoover Portapower™ Portable Vacuum,4.48,Office Supplies,Appliances,Large Box,0.60
370,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",130.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.78
371,Logitech Access Keyboard,15.98,Technology,Computer Peripherals,Small Box,0.48
372,Martin-Yale Premier Letter Opener,12.88,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82
373,Smead Adjustable Mobile File Trolley with Lockable Top,419.19,Office Supplies,Storage & Organization,Small Box,0.58
374,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",99.23,Furniture,Office Furnishings,Small Pack,0.35
375,SANFORD Major Accent™ Highlighters,7.08,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47
376,Soundgear TeleForum DX Desktop Conference Phone,96.45,Technology,Office Machines,Medium Box,0.38
377,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",808.49,Technology,Office Machines,Jumbo Drum,0.40
378,Vinyl Sectional Post Binders,37.7,Office Supplies,Binders and Binder Accessories,Small Box,0.35
379,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,Furniture,Bookcases,Jumbo Box,0.62
380,Xerox 226,6.48,Office Supplies,Paper,Small Box,0.37
381,Global Troy™ Executive Leather Low-Back Tilter,500.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.60
382,Tennsco Commercial Shelving,20.34,Office Supplies,Storage & Organization,Large Box,0.84
383,6120,65.99,Technology,Telephones and Communication,Small Box,0.58
384,TDK 4.7GB DVD-R,10.01,Technology,Computer Peripherals,Small Pack,0.41
385,Hoover Portapower™ Portable Vacuum,4.48,Office Supplies,Appliances,Large Box,0.60
386,"Global Leather & Oak Executive Chair, Burgundy",150.89,Furniture,Chairs & Chairmats,Jumbo Drum,0.77
387,Xerox 226,6.48,Office Supplies,Paper,Small Box,0.37
388,O'Sullivan Living Dimensions 3-Shelf Bookcases,200.98,Furniture,Bookcases,Jumbo Box,0.75
389,Xerox 1971,4.28,Office Supplies,Paper,Small Box,0.40
390,Accessory4,85.99,Technology,Telephones and Communication,Wrap Bag,0.85
391,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,200.97,Technology,Office Machines,Jumbo Drum,0.36
392,Global Leather Executive Chair,350.99,Furniture,Chairs & Chairmats,Jumbo Drum,0.55
393,"IBM 80 Minute CD-R Spindle, 50/Pack",20.89,Technology,Computer Peripherals,Small Pack,0.48
394,Fluorescent Highlighters by Dixon,3.98,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51
395,"Imation Neon Mac Format Diskettes, 10/Pack",8.12,Technology,Computer Peripherals,Small Pack,0.77
396,Newell 310,1.76,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56
397,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",5.34,Office Supplies,Binders and Binder Accessories,Small Box,0.39
398,Xerox 1929,22.84,Office Supplies,Paper,Small Box,0.39
399,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",200.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.58
400,Wilson Jones Impact Binders,5.18,Office Supplies,Binders and Binder Accessories,Small Box,0.36
401,GBC Standard Plastic Binding Systems Combs,8.85,Office Supplies,Binders and Binder Accessories,Small Box,0.36
402,Xerox 1891,48.91,Office Supplies,Paper,Small Box,0.38
403,GBC Poly Designer Binding Covers,16.74,Office Supplies,Binders and Binder Accessories,Small Box,0.36
404,Accessory28,55.99,Technology,Telephones and Communication,Small Pack,0.83
405,Holmes Odor Grabber,14.42,Office Supplies,Appliances,Medium Box,0.52
406,GBC DocuBind 200 Manual Binding Machine,420.98,Office Supplies,Binders and Binder Accessories,Small Box,0.35
407,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",500.98,Technology,Office Machines,Jumbo Drum,0.38
408,Xerox 1893,40.99,Office Supplies,Paper,Small Box,0.36
409,Xerox 1881,12.28,Office Supplies,Paper,Small Box,0.38
410,Avery 487,3.69,Office Supplies,Labels,Small Box,0.38
411,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",8.46,Technology,Computer Peripherals,Small Pack,0.61
412,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,4.06,Office Supplies,Appliances,Small Box,0.60
413,Recycled Premium Regency Composition Covers,15.28,Office Supplies,Binders and Binder Accessories,Small Box,0.36
414,1726 Digital Answering Machine,20.99,Technology,Telephones and Communication,Medium Box,0.58
415,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",15.74,Office Supplies,Envelopes,Small Box,0.40
416,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,Furniture,Office Furnishings,Small Box,0.44
417,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",9.11,Office Supplies,Paper,Wrap Bag,0.40
418,Hammermill Color Copier Paper (28Lb. and 96 Bright),9.99,Office Supplies,Paper,Small Box,0.40
419,Xerox 1937,48.04,Office Supplies,Paper,Small Box,0.37
420,Xerox 1986,6.68,Office Supplies,Paper,Small Box,0.37
421,Xerox 1929,22.84,Office Supplies,Paper,Small Box,0.39
422,Home/Office Personal File Carts,34.76,Office Supplies,Storage & Organization,Small Box,0.60
423,Belkin 8 Outlet Surge Protector,40.98,Office Supplies,Appliances,Small Box,0.57
424,Storex DuraTech Recycled Plastic Frosted Binders,4.24,Office Supplies,Binders and Binder Accessories,Small Box,0.35
425,Belkin ErgoBoard™ Keyboard,30.98,Technology,Computer Peripherals,Small Box,0.64
426,Xerox 1953,4.28,Office Supplies,Paper,Small Box,0.40
427,MicroTAC 650,65.99,Technology,Telephones and Communication,Small Box,0.58
428,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95,Office Supplies,Paper,Wrap Bag,0.39
429,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",8.34,Office Supplies,Paper,Wrap Bag,0.35
430,Microsoft Multimedia Keyboard,30.97,Technology,Computer Peripherals,Small Box,0.74
431,Xerox 1894,6.48,Office Supplies,Paper,Small Box,0.37
432,Xerox 210,6.48,Office Supplies,Paper,Small Box,0.37
433,Hon Every-Day® Chair Series Swivel Task Chairs,120.98,Furniture,Chairs & Chairmats,Jumbo Drum,0.64
434,Sharp EL500L Fraction Calculator,13.99,Technology,Office Machines,Medium Box,0.39
435,GBC Standard Plastic Binding Systems Combs,8.85,Office Supplies,Binders and Binder Accessories,Small Box,0.36
436,Staples 6 Outlet Surge,11.97,Office Supplies,Appliances,Small Box,0.58
437,"Angle-D Binders with Locking Rings, Label Holders",7.3,Office Supplies,Binders and Binder Accessories,Small Box,0.38
438,BASF Silver 74 Minute CD-R,1.7,Technology,Computer Peripherals,Small Pack,0.51
439,Belkin F9M820V08 8 Outlet Surge,42.98,Office Supplies,Appliances,Small Box,0.56
440,"Fellowes Twister Kit, Gray/Clear, 3/pkg",8.04,Office Supplies,Binders and Binder Accessories,Small Box,0.40
441,Accessory32,55.99,Technology,Telephones and Communication,Small Pack,0.35
442,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,Office Supplies,Storage & Organization,Small Box,0.58
443,Carina Double Wide Media Storage Towers in Natural & Black,80.98,Office Supplies,Storage & Organization,Large Box,0.81
444,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",279.48,Office Supplies,Storage & Organization,Large Box,0.80
445,Canon PC1080F Personal Copier,599.99,Technology,Copiers and Fax,Large Box,0.50
446,Xerox 1927,4.28,Office Supplies,Paper,Small Box,0.40
447,Canon MP100DHII Printing Calculator,140.99,Technology,Office Machines,Medium Box,0.37
448,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,Furniture,Bookcases,Jumbo Box,0.62
449,V 3600 Series,65.99,Technology,Telephones and Communication,Small Box,0.58
450,Accessory27,35.99,Technology,Telephones and Communication,Small Box,0.85
451,Brother DCP1000 Digital 3 in 1 Multifunction Machine,299.99,Technology,Copiers and Fax,Large Box,0.50
452,Multimedia Mailers,162.93,Office Supplies,Envelopes,Small Box,0.39
453,Document Clip Frames,8.34,Furniture,Office Furnishings,Wrap Bag,0.43
454,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14,Office Supplies,Appliances,Jumbo Drum,0.57
455,Canon PC-428 Personal Copier,199.99,Technology,Copiers and Fax,Large Box,0.46
456,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.81,Office Supplies,Binders and Binder Accessories,Small Box,0.37
457,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",15.99,Office Supplies,Binders and Binder Accessories,Small Box,0.37
458,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",2.1,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
459,"GBC Laser Imprintable Binding System Covers, Desert Sand",14.27,Office Supplies,Binders and Binder Accessories,Small Box,0.38
460,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,209.84,Furniture,Office Furnishings,Large Box,0.59
461,Electrix Halogen Magnifier Lamp,194.3,Furniture,Office Furnishings,Large Box,0.59
462,"Career Cubicle Clock, 8 1/4"", Black",20.28,Furniture,Office Furnishings,Small Box,0.47
463,Avery 511,3.08,Office Supplies,Labels,Small Box,0.37
464,Holmes 99% HEPA Air Purifier,21.66,Office Supplies,Appliances,Medium Box,0.52
465,"Master Caster Door Stop, Gray",5.08,Furniture,Office Furnishings,Wrap Bag,0.51
466,Xerox 1927,4.28,Office Supplies,Paper,Small Box,0.40
467,GBC Standard Therm-A-Bind Covers,24.92,Office Supplies,Binders and Binder Accessories,Small Box,0.39
468,Rediform S.O.S. Phone Message Books,4.98,Office Supplies,Paper,Wrap Bag,0.36
469,Verbatim DVD-R 4.7GB authoring disc,39.24,Technology,Computer Peripherals,Small Pack,0.51
470,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8.01,Office Supplies,Paper,Wrap Bag,0.40
471,Laminate Occasional Tables,154.13,Furniture,Tables,Large Box,0.68
472,Xerox 198,4.98,Office Supplies,Paper,Small Box,0.38
473,Xerox 227,6.48,Office Supplies,Paper,Small Box,0.37
474,Avery 491,4.13,Office Supplies,Labels,Small Box,0.39
475,Sterilite Officeware Hinged File Box,10.48,Office Supplies,Storage & Organization,Small Box,0.58
476,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,Technology,Computer Peripherals,Small Pack,0.45
477,Eldon Shelf Savers™ Cubes and Bins,6.98,Office Supplies,Storage & Organization,Small Box,0.83
478,SAFCO Arco Folding Chair,276.2,Furniture,Chairs & Chairmats,Large Box,0.39
479,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,Office Supplies,Paper,Wrap Bag,0.39
480,8260,65.99,Technology,Telephones and Communication,Small Box,0.58
481,Safco Contoured Stacking Chairs,238.4,Furniture,Chairs & Chairmats,Large Box,0.83
482,Canon PC-428 Personal Copier,199.99,Technology,Copiers and Fax,Large Box,0.46
483,Ibico Laser Imprintable Binding System Covers,52.4,Office Supplies,Binders and Binder Accessories,Small Box,0.39
484,Eldon® Gobal File Keepers,15.14,Office Supplies,Storage & Organization,Small Box,0.81
485,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
486,Global Adaptabilities™ Conference Tables,280.98,Furniture,Tables,Jumbo Box,0.66
487,Accessory35,35.99,Technology,Telephones and Communication,Small Box,0.55
488,Belkin 6 Outlet Metallic Surge Strip,10.89,Office Supplies,Appliances,Small Box,0.59
489,"Iceberg OfficeWorks 42"" Round Tables",150.98,Furniture,Tables,Jumbo Box,0.70
490,Hunt Boston® Vacuum Mount KS Pencil Sharpener,34.99,Office Supplies,Pens & Art Supplies,Small Box,0.59
