Sales,State or Province,City
1068.6,Illinois,Chicago
1010.4,Illinois,Chicago
1125.82,Illinois,Chicago
273.05,California,Los Angeles
15301.18,Illinois,Chicago
43.47,Illinois,Chicago
95.75,California,Los Angeles
438.25,District of Columbia,Washington
130.77,Illinois,Highland Park
3.47,Washington,Edmonds
972.03,Washington,Elk Plain
587.13,Washington,Elk Plain
55.73,Washington,Elk Plain
46.85,North Carolina,High Point
144.28,Iowa,Ames
946.42,Iowa,Ames
2106.63,Oregon,Albany
1072.33,Texas,Pflugerville
26.38,New Mexico,Santa Fe
451.83,North Carolina,Garner
20.24,North Carolina,Garner
41.27,New York,East Meadow
3562.94,New York,East Meadow
1011.44,Arkansas,Little Rock
20.35,Arizona,Prescott Valley
32.72,Oklahoma,Moore
153.96,Tennessee,Cleveland
178.48,Tennessee,Cleveland
71.97,Tennessee,Cleveland
71.41,New Jersey,Avenel
1470.94,Maine,Lewiston
308.89,Wisconsin,Brookfield
60.41,New York,Troy
283.97,Florida,Tamarac
74.95,New York,Bethpage
80.58,Oregon,West Linn
6.73,Oregon,West Linn
619.17,California,Long Beach
81.01,Florida,Miramar
66.55,California,Lemon Grove
103.49,California,Lemon Grove
192.18,California,Lemon Grove
47.47,New York,Holbrook
23.7,New York,Holbrook
272.61,Minnesota,Blaine
274.59,Georgia,Atlanta
906.91,Texas,Burleson
508.36,Texas,Burleson
344.87,Florida,Hollywood
73.5,Maine,Auburn
86.3,Maine,Brunswick
98.53,New Hampshire,Hudson
2174.4,Kansas,Garden City
49.24,California,Davis
47.18,New York,Deer Park
115.15,South Carolina,Taylors
5371.4,Illinois,Tinley Park
126.81,Illinois,Tinley Park
2003.66,Iowa,Urbandale
658.71,Michigan,Allen Park
73.3,Michigan,Ann Arbor
27.02,Arizona,Scottsdale
27.67,Arizona,Scottsdale
929.43,North Carolina,Sanford
392.95,Maine,Sanford
89.88,Maryland,Columbia
41.57,Maryland,Crofton
22.35,California,Redwood City
464.86,Texas,College Station
745.86,Idaho,Lewiston
561.76,Idaho,Lewiston
1707.84,Utah,Pleasant Grove
1993.17,Oregon,Bend
3.74,Ohio,Mount Vernon
3.92,Ohio,Mount Vernon
258.97,Oklahoma,Bartlesville
520.5,Ohio,Grove City
3913.02,California,East Los Angeles
180.14,California,East Los Angeles
21.65,Washington,Marysville
20.85,Washington,Marysville
581.2,California,Long Beach
118.9,Texas,San Marcos
276.08,Iowa,Fort Dodge
155.35,Iowa,Fort Dodge
117.1,Pennsylvania,Altoona
2357.17,Colorado,Highlands Ranch
1655.25,Illinois,Rock Island
110.74,Florida,Orlando
436.51,Georgia,East Point
319.19,Georgia,East Point
1483.07,Ohio,Cleveland
186.76,Illinois,Wheeling
62.87,Illinois,Wilmette
60.01,Kentucky,Murray
90.98,Kentucky,Murray
1270.7,Kentucky,Murray
27.02,Pennsylvania,Monroeville
16.3,Pennsylvania,Monroeville
421.99,Pennsylvania,Monroeville
141.83,Arkansas,Fayetteville
214.48,Ohio,Cleveland
136.69,Arkansas,Van Buren
1353.84,Arkansas,Van Buren
38.98,Illinois,Waukegan
370.26,Illinois,Waukegan
566.93,Maryland,Camp Springs
3085.59,Maryland,Camp Springs
1259.92,Texas,Pasadena
116.19,Texas,Pasadena
794.81,Illinois,Gurnee
335.92,New York,Auburn
252.36,Indiana,Lafayette
144.33,Texas,Lake Jackson
57.1,Illinois,Rockford
35.78,Minnesota,Maplewood
42.37,Florida,Ocoee
121.93,Florida,Ocoee
1012.07,Florida,Ocoee
160.15,New York,White Plains
49.02,New York,White Plains
9.34,Wisconsin,Sheboygan
1612.63,Indiana,Munster
34.55,Kentucky,Henderson
151.52,New York,Oceanside
55.93,New York,Oceanside
926.65,Indiana,Merrillville
67.01,Oregon,Albany
12.45,Massachusetts,Watertown
7.97,Massachusetts,Wellesley
14.96,Florida,Poinciana
103.25,Ohio,Lima
19.25,Ohio,Lima
65.85,Tennessee,Gallatin
166.23,Illinois,Joliet
105.1,Illinois,Joliet
15.27,Utah,Kearns
19.32,Wisconsin,Kenosha
604.35,Colorado,Aurora
62.58,Texas,Lancaster
23.89,North Dakota,Dickinson
268.82,Illinois,Park Ridge
570.71,Illinois,Park Ridge
649.97,Florida,Orlando
86.42,California,Saratoga
324.1,Texas,The Colony
253.55,Maryland,Hagerstown
2949.44,Maryland,Hagerstown
535.08,Massachusetts,Townsend
577.75,Missouri,Joplin
349.34,Kansas,Overland Park
105.05,Kansas,Overland Park
119.25,California,Chico
43.25,California,Chico
419.27,Virginia,Winchester
36,Virginia,Winchester
42.99,Illinois,Quincy
276.64,Ohio,Fairborn
1477.84,Michigan,Garden City
1162.46,Michigan,Grand Rapids
126.01,New Hampshire,Concord
20.01,Massachusetts,New Bedford
4278.19,Ohio,Xenia
30.19,California,Chula Vista
622.82,California,Chula Vista
4229.32,California,Chula Vista
34.76,Texas,Garland
710.41,Illinois,Joliet
217.23,Illinois,Alton
291.82,Pennsylvania,Radnor
518.06,Oregon,Coos Bay
55.25,Iowa,Fort Dodge
551.22,Iowa,Fort Dodge
99.75,Maryland,Hagerstown
83.26,Texas,Deer Park
156.48,Virginia,Blacksburg
34.73,North Dakota,Dickinson
247.53,North Dakota,Dickinson
316.68,Oregon,Pendleton
82.78,Virginia,Oakton
71.09,Arizona,Surprise
2558.99,Ohio,Grove City
1115.56,Illinois,Mount Prospect
181.03,Illinois,Mount Prospect
30.03,New Hampshire,Derry
147.61,Connecticut,Stamford
214.16,Alabama,Bessemer
206.99,Indiana,Indianapolis
33.47,New York,Smithtown
3028.25,New Jersey,Westfield
158.92,Louisiana,Monroe
15.49,Nebraska,Papillion
14.68,Michigan,Shelby
2766.86,Michigan,Southfield
17.11,Michigan,Southfield
64.35,Wyoming,Rock Springs
131.82,Florida,Saint Cloud
206.82,Oregon,Pendleton
240.26,Kansas,Prairie Village
8.82,Kansas,Prairie Village
1291.37,Minnesota,Mankato
544.58,Minnesota,Mankato
86.62,Pennsylvania,Norristown
357.27,Pennsylvania,Norristown
1202.66,Georgia,Roswell
370.62,Minnesota,Mankato
10.65,Iowa,Bettendorf
202.23,North Carolina,Fayetteville
77.02,North Carolina,Fayetteville
59.44,North Carolina,Fayetteville
222.64,Illinois,Elgin
689.14,Illinois,Elgin
1323.75,Oklahoma,Ponca City
1796.21,Minnesota,Owatonna
35.73,Connecticut,Glastonbury
73.14,Connecticut,Norwich
3242.96,Connecticut,Shelton
4382.09,Utah,Tooele
2653.02,Connecticut,Norwich
3144.56,California,Roseville
13.62,Illinois,Wilmette
23.21,Illinois,Wilmette
2265.48,Colorado,Parker
354.25,Arkansas,Benton
10180.01,Maine,Bangor
7303.05,Vermont,Burlington
10.72,Connecticut,Cheshire
190.85,New Jersey,Englewood
370.68,Rhode Island,Providence
442.03,Michigan,Novi
90.53,Michigan,Novi
1121.39,Maryland,Parkville
151.32,Virginia,Fairfax
1948.14,Ohio,Westerville
3.32,New Hampshire,Hampton
518.92,Texas,Pharr
139.59,Illinois,Wheaton
53.55,Illinois,Wheaton
40.45,Illinois,Calumet City
960.75,Florida,Ormond Beach
206.77,Florida,Oviedo
409.2,Wisconsin,Appleton
66.83,California,Rancho Cucamonga
262.84,California,Rancho Cucamonga
75.9,Nebraska,North Platte
47.9,Nebraska,North Platte
185.52,North Carolina,Wilmington
340.42,California,Vacaville
307.29,California,Vallejo
373.01,California,Vallejo
81.57,Wisconsin,Neenah
261.56,Ohio,Hilliard
2672.61,Louisiana,Lafayette
204.67,Minnesota,Richfield
668.6,Texas,Duncanville
56.61,Texas,Duncanville
26.31,Illinois,Oak Forest
5773.55,Illinois,Wheeling
384.22,New Mexico,Albuquerque
31.64,New Mexico,Albuquerque
565.36,New Mexico,Albuquerque
17.14,Oregon,Coos Bay
13.9,Idaho,Boise
317.55,Illinois,Wilmette
84.29,Oklahoma,Broken Arrow
166.35,Virginia,Rose Hill
356.14,Michigan,Port Huron
27.08,Michigan,Port Huron
3825.32,Oregon,Medford
8.53,Oregon,Medford
17.39,New York,Smithtown
5.66,North Dakota,Mandan
47.12,Louisiana,Slidell
5721,Pennsylvania,Mount Lebanon
362.33,Kansas,Leawood
1119.11,Kansas,Leawood
1070.81,Kansas,Leawood
48.59,Washington,Bremerton
1114.79,Idaho,Nampa
565.68,California,Palo Alto
72.34,California,Paradise
100.79,Texas,Friendswood
49.44,Pennsylvania,Levittown
14.29,Pennsylvania,Levittown
16.5,Georgia,Roswell
1967.98,Rhode Island,Cranston
227.46,Kentucky,Bowling Green
535.53,Kansas,Wichita
1821.89,Ohio,Canton
116.46,Ohio,Reynoldsburg
7029.1,Rhode Island,Barrington
11.35,New Jersey,Linden
54.28,New Jersey,Sayreville
1810.18,Pennsylvania,West Mifflin
7386.29,Pennsylvania,West Mifflin
81.43,North Dakota,Bismarck
45.57,Texas,Port Arthur
73.72,Georgia,Evans
78.9,Georgia,Evans
3127.18,Virginia,Rose Hill
487.43,Virginia,Rose Hill
16.67,Virginia,Alexandria
195.16,Virginia,Alexandria
28.16,California,East Los Angeles
5455.67,Wisconsin,Sun Prairie
220.51,Wisconsin,Sun Prairie
343.78,Virginia,Reston
315.86,Virginia,Reston
28.46,California,Antioch
173.18,Maine,Westbrook
646.97,Kentucky,Bowling Green
946.29,Kentucky,Bowling Green
554.08,Kentucky,Covington
1486.34,North Carolina,Gastonia
3279.16,Wisconsin,Sun Prairie
59.44,Wisconsin,Superior
322.72,Missouri,Ferguson
10.89,Alabama,Gadsden
1487.9,Maryland,Odenton
51.28,Texas,Garland
5.29,Texas,Georgetown
23.45,Minnesota,Woodbury
6246.14,Minnesota,Woodbury
3139.58,Oklahoma,Owasso
5.68,Oklahoma,Owasso
62.35,Oklahoma,Owasso
486.73,Oklahoma,Owasso
600.4,Maryland,Odenton
34.25,Maryland,Odenton
31.45,Maryland,Odenton
13.44,Ohio,Reynoldsburg
43.77,Tennessee,Columbia
28.49,Tennessee,Columbia
356.55,Tennessee,Columbia
23.32,Delaware,Newark
10567.36,Washington,Vancouver
1969.31,West Virginia,Charleston
147.51,Illinois,Crystal Lake
19.96,Illinois,Calumet City
241.52,Illinois,Calumet City
1120.94,Iowa,Marshalltown
216.9,Iowa,Marshalltown
755.51,Colorado,Durango
12.41,Colorado,Durango
377.13,New Jersey,Hawthorne
37.83,Missouri,Columbia
68.37,Maryland,Randallstown
11.58,California,Huntington Beach
512.55,Colorado,Colorado Springs
817.49,Indiana,Richmond
59.74,California,El Centro
226.1,Ohio,North Olmsted
226.53,Maryland,Laurel
68.65,Maryland,Laurel
79.4,Nebraska,Papillion
33.5,Maryland,Aspen Hill
10331.09,Utah,Pleasant Grove
165.11,California,Laguna Hills
83.6,Colorado,Fort Collins
218.36,Colorado,Fort Collins
463.91,Iowa,Marshalltown
612.92,Alabama,Tuscaloosa
1382.49,New York,White Plains
1900.97,Florida,Palm Coast
13.54,California,San Luis Obispo
34.72,Oregon,West Linn
63.37,Oregon,West Linn
54.05,Oregon,West Linn
5.21,Iowa,Marshalltown
137.42,Illinois,Springfield
213.02,Illinois,Springfield
27.57,California,El Cajon
388.46,Ohio,Westerville
59.55,Ohio,Westerville
23.15,Arizona,Oro Valley
25.87,Arizona,Oro Valley
289.83,Arizona,Oro Valley
26.48,Mississippi,Vicksburg
176.53,Mississippi,Vicksburg
801.65,Georgia,Marietta
1792.8,Georgia,Marietta
6334.6,Colorado,Lakewood
12.59,Colorado,Lakewood
107.83,Colorado,Littleton
24.19,Nebraska,Papillion
14.82,Texas,Waxahachie
2254.48,Texas,Waxahachie
75.62,Florida,Winter Springs
479.33,Illinois,Country Club Hills
174.37,Minnesota,Eden Prairie
346.47,Minnesota,Eden Prairie
4158.38,Florida,Kissimmee
1042.65,Florida,Kissimmee
114.76,California,Lodi
236.5,California,Lodi
405.56,Utah,Kearns
603.88,Florida,Poinciana
41.55,Florida,Pompano Beach
425.3,Florida,Pompano Beach
960.9,Texas,Pharr
797.62,Michigan,Southgate
494.49,Massachusetts,Hopkinton
782,California,Rancho Cucamonga
602.74,Wisconsin,Superior
130.26,Wisconsin,Superior
329.06,Wisconsin,Superior
518.01,Wisconsin,Superior
356.92,Ohio,Lakewood
136.16,Ohio,Lakewood
196.35,Ohio,Wooster
89.98,Ohio,Wooster
322.77,California,Woodland
65.09,California,Woodland
1184.82,Illinois,Freeport
189.77,North Carolina,Indian Trail
695.07,Mississippi,Vicksburg
19.68,Colorado,Durango
9798.84,Colorado,Durango
154.11,Colorado,Durango
242.97,Colorado,Durango
85.64,Illinois,Carpentersville
2508.15,Illinois,Carpentersville
225.62,Illinois,Carpentersville
360.03,Florida,North Miami
1094.33,South Carolina,Hilton Head Island
389.97,South Carolina,Mount Pleasant
260.01,Florida,North Miami
273.79,Florida,North Miami
44.62,Florida,North Miami
168.2,Missouri,Oakville
2263.85,Missouri,Oakville
379.64,Kansas,Prairie Village
215.9,Kansas,Prairie Village
22.46,South Carolina,Mount Pleasant
1029.63,South Carolina,Myrtle Beach
1531.31,California,Oakland
1852.24,Washington,Pullman
158.54,Washington,Pullman
633.63,Iowa,Marshalltown
102.11,Virginia,Richmond
371.57,Virginia,Richmond
4739.18,Texas,Pflugerville
112.88,Texas,Pflugerville
20.96,California,Chula Vista
56.4,Idaho,Rexburg
257.52,Idaho,Twin Falls
14.26,Oklahoma,Owasso
6637.78,Illinois,Carbondale
2395.13,California,Mountain View
2104.26,California,Murrieta
1835.09,Rhode Island,Smithfield
5831.96,California,Santa Clara
43.91,North Carolina,New Bern
2155,New York,Ossining
22.71,Florida,Riviera Beach
87.89,California,Santa Maria
8412.03,Idaho,Nampa
3.53,New York,Franklin Square
706.56,New York,Franklin Square
13121.07,New York,Franklin Square
8.47,California,Davis
316.61,Massachusetts,Swansea
154.59,Delaware,Dover
174.34,Delaware,Dover
29.06,Florida,Davie
299.58,Nebraska,North Platte
1925.81,Nebraska,North Platte
739.07,Missouri,Ozark
119.37,South Dakota,Sioux Falls
179.51,Maryland,Randallstown
463.63,Maryland,Bethesda
23.03,New York,Franklin Square
15.25,North Carolina,Hickory
212.55,Utah,Logan
1081.54,California,West Hollywood
277.11,Louisiana,Marrero
34.15,New York,Syracuse
761.52,New York,Syracuse
25.6,Illinois,Tinley Park
119.91,Texas,Mansfield
4.28,Texas,Edinburg
5894.64,Oklahoma,Edmond
73.05,Oklahoma,Edmond
142.83,Washington,Auburn
30.67,California,Santa Ana
1591.71,California,Laguna Hills
54.39,North Carolina,Rocky Mount
18.49,Maine,Portland
486.08,Ohio,Gahanna
32.81,Ohio,Gahanna
109.04,Minnesota,Burnsville
69.74,Minnesota,Burnsville
594.83,Iowa,Ottumwa
258.69,Iowa,Ottumwa
3898.04,Texas,Weslaco
36.5,Minnesota,Moorhead
108.64,Minnesota,Moorhead
81.82,Colorado,Pueblo West
13.16,Colorado,Pueblo West
46.23,Colorado,Pueblo
279.28,Colorado,Pueblo
303.59,Maine,Biddeford
11.13,New Jersey,Lodi
1896.54,Massachusetts,Attleboro
290.98,Virginia,Harrisonburg
21.77,Virginia,Harrisonburg
627.78,Florida,Coconut Creek
73.78,Ohio,Stow
524.27,Georgia,Gainesville
824.5,Georgia,Gainesville
116.98,Missouri,Wentzville
1316.95,Florida,Fort Lauderdale
44.47,Florida,Fort Lauderdale
2051.68,Florida,Fruit Cove
5295.03,Florida,Fruit Cove
80.27,Florida,Fruit Cove
3445.81,Alabama,Montgomery
106.14,Indiana,Hobart
879.62,Virginia,Annandale
361.19,Virginia,Annandale
142.44,Illinois,Kankakee
57.72,California,Santa Ana
73.82,California,Brentwood
8.79,Florida,Fruit Cove
115.56,Georgia,Peachtree City
140.3,Massachusetts,Attleboro
2647.51,Maine,Saco
72.35,New York,Mount Vernon
221.24,Texas,Gainesville
46.65,Texas,Gainesville
179.8,New York,Cohoes
208.24,New York,Cohoes
106.97,Alabama,Montgomery
444.98,Alabama,Montgomery
117.22,Alabama,Montgomery
425.54,Alabama,Montgomery
25.37,Maine,Gorham
107.19,Ohio,Euclid
542.58,Ohio,Euclid
29.95,California,Huntington Beach
67.03,Florida,North Port
49.82,South Dakota,Rapid City
2098.55,South Dakota,Rapid City
19.86,California,Los Altos
23.26,California,Los Altos
46.65,North Carolina,Apex
1735.83,North Carolina,Apex
66.12,Virginia,Norfolk
35.02,California,Carlsbad
2822.61,Massachusetts,Dracut
4813.78,Massachusetts,Quincy
41.69,Washington,Marysville
1489.64,Washington,Marysville
92.27,Massachusetts,Gloucester
49.77,New Jersey,Jersey City
29.46,Michigan,Grand Rapids
19.05,Michigan,Sterling Heights
511.5,Texas,League City
627.04,Washington,Puyallup
110.19,Washington,Redmond
104.78,Arkansas,Pine Bluff
19.04,New York,Smithtown
69.96,Nebraska,Papillion
94.62,New York,Buffalo
185.68,New York,Buffalo
8.84,New York,Buffalo
1811.97,New York,Buffalo
41.88,North Carolina,Gastonia
122.28,North Carolina,Gastonia
3.07,Virginia,Norfolk
116.48,Florida,Saint Cloud
40.7,Florida,Saint Cloud
341.97,California,Escondido
561.06,New York,Harrison
11434.33,New York,Harrison
3229.24,New York,Harrison
680.95,Washington,Kent
129.74,Washington,Kent
33.04,Washington,Kent
250.16,New Jersey,New Brunswick
1148.09,Maine,Saco
109.06,Michigan,Southgate
364.92,Colorado,Thornton
541.6,Colorado,Thornton
205.07,Illinois,Romeoville
108.13,California,San Luis Obispo
81.87,Massachusetts,Abington
567.19,Connecticut,Farmington
264.86,Virginia,Montclair
74.96,Virginia,Montclair
75.32,Nebraska,Lincoln
22.69,New York,Rochester
549.91,New York,Rochester
417.31,Ohio,Xenia
403.82,Indiana,New Albany
305.82,Indiana,New Albany
290.71,New Jersey,Garfield
7099.12,Maine,Portland
2831.54,Missouri,Saint Louis
4795.15,Missouri,Saint Louis
48.76,Missouri,Lees Summit
59.19,Michigan,Novi
20.41,Oregon,Pendleton
39.87,Oregon,Pendleton
26.15,Oregon,Pendleton
264.3,Arkansas,Fayetteville
42.76,New York,Auburn
845.76,Arizona,Surprise
61.47,Arizona,Tempe
23.93,Arizona,Tempe
1850.18,Arizona,Tempe
14.17,New Jersey,Asbury Park
